Unnamed: 0,country,year,lat,lon,wealthpooled,households,urban_rural
0,kenya,2014,-1.282723,36.752958,0.859928607940674,22,1
1,kenya,2014,-1.278781,36.758441,0.238328501582146,22,1
2,kenya,2014,-1.279646,36.745931,1.04583346843719,25,1
3,kenya,2014,-1.28038,36.69709,0.806467473506927,20,1
4,kenya,2014,-1.272064,36.743127,0.735924243927002,21,1
5,kenya,2014,-1.263006,36.710592,1.32669389247894,24,1
6,kenya,2014,-1.341546,36.697188,1.67410719394684,19,1
7,kenya,2014,-1.312427,36.785408,0.6667720079422,23,1
8,kenya,2014,-1.318072,36.784683,0.611077606678009,19,1
9,kenya,2014,-1.315103,36.809522,0.756115198135376,22,1
10,kenya,2014,-1.313963,36.810032,1.8700670003891,18,1
11,kenya,2014,-1.315849,36.793355,0.690986454486847,23,1
12,kenya,2014,-1.262205,36.891566,1.18623399734497,22,1
13,kenya,2014,-1.255466,36.886768,1.26951158046722,17,1
14,kenya,2014,-1.254804,36.910137,1.24726569652557,19,1
15,kenya,2014,-1.245692,36.901232,1.19716668128967,19,1
16,kenya,2014,-1.316275,36.918417,1.26394641399384,22,1
17,kenya,2014,-1.29152,36.936678,1.68689858913422,22,1
18,kenya,2014,-1.262669,36.901168,0.989768147468567,17,1
19,kenya,2014,-1.276156,36.921201,1.3961935043335,21,1
20,kenya,2014,-1.276855,36.918131,1.26095688343048,18,1
21,kenya,2014,-1.279525,36.893592,1.13763451576233,21,1
22,kenya,2014,-1.315248,36.880725,0.82807582616806,20,1
23,kenya,2014,-1.31919,36.886256,1.36334538459778,24,1
24,kenya,2014,-1.32141,36.891377,1.3503086566925,25,1
25,kenya,2014,-1.323411,36.888659,1.27035582065582,22,1
26,kenya,2014,-1.242902,36.92706,0.42712664604187,23,1
27,kenya,2014,-1.285094,36.905386,1.90974056720734,23,1
28,kenya,2014,-1.284265,36.886565,1.45989584922791,19,1
29,kenya,2014,-1.284072,36.908844,0.758857727050781,22,1
30,kenya,2014,-1.303782,36.874729,1.25789666175842,22,1
31,kenya,2014,-1.296178,36.868122,1.5289226770401,22,1
32,kenya,2014,-1.327353,36.850841,0.796823382377625,24,1
33,kenya,2014,-1.283677,36.842302,1.25380706787109,24,1
34,kenya,2014,-1.302439,36.883812,0.0829084813594818,21,1
35,kenya,2014,-1.316692,36.872963,0.96407562494278,23,1
36,kenya,2014,-1.260182,36.877361,1.38710057735443,22,1
37,kenya,2014,-1.268247,36.825234,2.26073026657104,23,1
38,kenya,2014,-1.262055,36.834105,0.493880808353424,24,1
39,kenya,2014,-1.263606,36.850566,1.17244458198547,24,1
40,kenya,2014,-1.195267,36.894989,1.23944342136383,23,1
41,kenya,2014,-1.208072,36.898691,1.52652406692505,24,1
42,kenya,2014,-1.189253,36.905786,1.09944891929626,21,1
43,kenya,2014,-1.256622,36.878718,1.36395645141602,21,1
44,kenya,2014,-1.228412,36.936561,1.41174280643463,20,1
45,kenya,2014,-1.230205,36.924542,1.74686634540558,21,1
46,kenya,2014,-1.240304,36.836999,2.62968611717224,24,1
47,kenya,2014,-1.258805,36.881843,1.2914183139801,24,1
48,kenya,2014,-1.24612,36.87672,1.19947135448456,22,1
49,kenya,2014,-1.271061,36.857279,0.829152286052704,24,1
50,kenya,2014,-1.281637,36.839683,1.62622797489166,21,1
51,kenya,2014,-1.276725,36.865135,0.530489563941956,24,1
52,kenya,2014,-1.221247,36.821401,0.987172901630402,23,1
53,kenya,2014,-1.261328,36.752008,1.11509609222412,24,1
54,kenya,2014,-1.262721,36.801401,2.24791193008423,21,1
55,kenya,2014,-1.282941,36.816351,1.69469380378723,23,1
56,kenya,2014,-0.19877,36.524794,-0.0756187215447426,23,1
57,kenya,2014,-0.110728,36.548565,-0.239134013652802,25,0
58,kenya,2014,-0.023569,36.473021,-0.190909892320633,24,0
59,kenya,2014,0.029705,36.416035,0.861749231815338,21,1
60,kenya,2014,-0.048313,36.479538,-0.243320748209953,23,0
61,kenya,2014,-0.14894,36.324313,-0.0706634745001793,22,0
62,kenya,2014,-0.02101,36.327082,0.0510790906846523,25,0
63,kenya,2014,-0.149818,36.370737,-0.111017808318138,21,0
64,kenya,2014,0.010667,36.379811,0.371924251317978,24,1
65,kenya,2014,-0.010617,36.33294,0.510589480400085,19,0
66,kenya,2014,0.009343,36.37595,0.63916677236557,24,1
67,kenya,2014,-0.275692,36.286752,-0.100558377802372,23,0
68,kenya,2014,-0.183179,36.257175,-0.145734325051308,23,0
69,kenya,2014,-0.203364,36.282096,0.276788324117661,24,0
70,kenya,2014,-0.331609,36.381187,0.100314237177372,21,1
71,kenya,2014,-0.341872,36.374036,-0.0968293771147728,24,1
72,kenya,2014,-0.230142,36.38627,0.0906584039330482,21,1
73,kenya,2014,-0.23107,36.32397,-0.227052167057991,23,1
74,kenya,2014,-0.318159,36.360004,-0.0333379209041595,23,1
75,kenya,2014,-0.395568,36.538648,-0.272047847509384,23,0
76,kenya,2014,-0.376731,36.540916,-0.14546737074852,21,0
77,kenya,2014,-0.404636,36.517258,0.711870729923248,21,0
78,kenya,2014,-0.414554,36.428334,0.007576132658869,23,0
79,kenya,2014,-0.61271,36.465081,-0.0431256964802742,25,0
80,kenya,2014,-0.609192,36.592577,1.1875593662262,21,1
81,kenya,2014,-0.570947,36.572752,0.143482893705368,25,0
82,kenya,2014,-0.515783,36.61266,0.130418121814728,24,0
83,kenya,2014,-0.712286,36.663813,0.771831810474396,21,1
84,kenya,2014,-0.739798,36.702417,0.121478088200092,21,0
85,kenya,2014,-0.881419,36.569475,0.839551329612732,20,0
86,kenya,2014,-0.803895,36.598455,-0.0665849149227142,21,0
87,kenya,2014,-0.761975,36.687148,-0.122546665370464,25,0
88,kenya,2014,-0.748868,36.60354,0.122635081410408,20,0
89,kenya,2014,-0.179324,37.027911,1.47832953929901,25,1
90,kenya,2014,-0.150368,37.058037,0.590462267398834,24,0
91,kenya,2014,-0.19652,37.030087,0.529143452644348,24,0
92,kenya,2014,-0.269884,37.013468,-0.0103877419605851,22,0
93,kenya,2014,-0.023726,37.049605,0.470786958932877,22,0
94,kenya,2014,-0.009526,37.063865,0.783474266529083,25,1
95,kenya,2014,-0.257845,36.752805,0.0383062288165092,23,0
96,kenya,2014,-0.309766,36.785844,0.054589070379734,23,0
97,kenya,2014,-0.204571,36.710179,0.0087014883756637,24,0
98,kenya,2014,-0.495424,37.12839,1.61698007583618,25,1
99,kenya,2014,-0.430589,37.14386,0.0986816436052322,22,0
100,kenya,2014,-0.44007,37.092669,0.366119652986526,25,0
101,kenya,2014,-0.387542,37.124075,0.636556386947632,24,0
102,kenya,2014,-0.501534,37.105293,0.105484157800674,25,0
103,kenya,2014,-0.485296,37.130549,1.16419994831085,25,1
104,kenya,2014,-0.523832,37.128182,0.389524698257446,25,0
105,kenya,2014,-0.394043,37.089916,0.143693968653679,25,0
106,kenya,2014,-0.488713,37.006113,0.603894650936127,25,0
