,country,year,lat,lon,GID_1,GID_2,wealthpooled,households,urban_rural
0,kenya,2014,-1.282723,36.752958,KEN.30,KEN.30.2,0.859928607940674,22,1
1,kenya,2014,-1.278781,36.758441,KEN.30,KEN.30.1,0.238328501582146,22,1
2,kenya,2014,-1.279646,36.745931,KEN.30,KEN.30.2,1.04583346843719,25,1
3,kenya,2014,-1.28038,36.69709,KEN.30,KEN.30.2,0.806467473506927,20,1
4,kenya,2014,-1.272064,36.743127,KEN.30,KEN.30.17,0.735924243927002,21,1
5,kenya,2014,-1.263006,36.710592,KEN.30,KEN.30.2,1.32669389247894,24,1
6,kenya,2014,-1.341546,36.697188,KEN.30,KEN.30.11,1.67410719394684,19,1
7,kenya,2014,-1.312427,36.785408,KEN.30,KEN.30.10,0.6667720079422,23,1
8,kenya,2014,-1.318072,36.784683,KEN.30,KEN.30.11,0.611077606678009,19,1
9,kenya,2014,-1.315103,36.809522,KEN.30,KEN.30.11,0.756115198135376,22,1
10,kenya,2014,-1.313963,36.810032,KEN.30,KEN.30.11,1.8700670003891,18,1
11,kenya,2014,-1.315849,36.793355,KEN.30,KEN.30.10,0.690986454486847,23,1
12,kenya,2014,-1.262205,36.891566,KEN.30,KEN.30.7,1.18623399734497,22,1
13,kenya,2014,-1.255466,36.886768,KEN.30,KEN.30.5,1.26951158046722,17,1
14,kenya,2014,-1.254804,36.910137,KEN.30,KEN.30.9,1.24726569652557,19,1
15,kenya,2014,-1.245692,36.901232,KEN.30,KEN.30.5,1.19716668128967,19,1
16,kenya,2014,-1.316275,36.918417,KEN.30,KEN.30.4,1.26394641399384,22,1
17,kenya,2014,-1.29152,36.936678,KEN.30,KEN.30.4,1.68689858913422,22,1
18,kenya,2014,-1.262669,36.901168,KEN.30,KEN.30.7,0.989768147468567,17,1
19,kenya,2014,-1.276156,36.921201,KEN.30,KEN.30.4,1.3961935043335,21,1
20,kenya,2014,-1.276855,36.918131,KEN.30,KEN.30.4,1.26095688343048,18,1
21,kenya,2014,-1.279525,36.893592,KEN.30,KEN.30.7,1.13763451576233,21,1
22,kenya,2014,-1.315248,36.880725,KEN.30,KEN.30.6,0.82807582616806,20,1
23,kenya,2014,-1.31919,36.886256,KEN.30,KEN.30.6,1.36334538459778,24,1
24,kenya,2014,-1.32141,36.891377,KEN.30,KEN.30.6,1.3503086566925,25,1
25,kenya,2014,-1.323411,36.888659,KEN.30,KEN.30.6,1.27035582065582,22,1
26,kenya,2014,-1.242902,36.92706,KEN.30,KEN.30.9,0.42712664604187,23,1
27,kenya,2014,-1.285094,36.905386,KEN.30,KEN.30.4,1.90974056720734,23,1
28,kenya,2014,-1.284265,36.886565,KEN.30,KEN.30.7,1.45989584922791,19,1
29,kenya,2014,-1.284072,36.908844,KEN.30,KEN.30.4,0.758857727050781,22,1
30,kenya,2014,-1.303782,36.874729,KEN.30,KEN.30.12,1.25789666175842,22,1
31,kenya,2014,-1.296178,36.868122,KEN.30,KEN.30.12,1.5289226770401,22,1
32,kenya,2014,-1.327353,36.850841,KEN.30,KEN.30.11,0.796823382377625,24,1
33,kenya,2014,-1.283677,36.842302,KEN.30,KEN.30.8,1.25380706787109,24,1
34,kenya,2014,-1.302439,36.883812,KEN.30,KEN.30.12,0.0829084813594818,21,1
35,kenya,2014,-1.316692,36.872963,KEN.30,KEN.30.6,0.96407562494278,23,1
36,kenya,2014,-1.260182,36.877361,KEN.30,KEN.30.8,1.38710057735443,22,1
37,kenya,2014,-1.268247,36.825234,KEN.30,KEN.30.16,2.26073026657104,23,1
38,kenya,2014,-1.262055,36.834105,KEN.30,KEN.30.17,0.493880808353424,24,1
39,kenya,2014,-1.263606,36.850566,KEN.30,KEN.30.13,1.17244458198547,24,1
40,kenya,2014,-1.195267,36.894989,KEN.30,KEN.30.14,1.23944342136383,23,1
41,kenya,2014,-1.208072,36.898691,KEN.30,KEN.30.14,1.52652406692505,24,1
42,kenya,2014,-1.189253,36.905786,KEN.30,KEN.30.14,1.09944891929626,21,1
43,kenya,2014,-1.256622,36.878718,KEN.30,KEN.30.5,1.36395645141602,21,1
44,kenya,2014,-1.228412,36.936561,KEN.30,KEN.30.9,1.41174280643463,20,1
45,kenya,2014,-1.230205,36.924542,KEN.30,KEN.30.9,1.74686634540558,21,1
46,kenya,2014,-1.240304,36.836999,KEN.30,KEN.30.17,2.62968611717224,24,1
47,kenya,2014,-1.258805,36.881843,KEN.30,KEN.30.5,1.2914183139801,24,1
48,kenya,2014,-1.24612,36.87672,KEN.30,KEN.30.15,1.19947135448456,22,1
49,kenya,2014,-1.271061,36.857279,KEN.30,KEN.30.8,0.829152286052704,24,1
50,kenya,2014,-1.281637,36.839683,KEN.30,KEN.30.16,1.62622797489166,21,1
51,kenya,2014,-1.276725,36.865135,KEN.30,KEN.30.8,0.530489563941956,24,1
52,kenya,2014,-1.221247,36.821401,KEN.30,KEN.30.17,0.987172901630402,23,1
53,kenya,2014,-1.261328,36.752008,KEN.30,KEN.30.17,1.11509609222412,24,1
54,kenya,2014,-1.262721,36.801401,KEN.30,KEN.30.1,2.24791193008423,21,1
55,kenya,2014,-1.282941,36.816351,KEN.30,KEN.30.16,1.69469380378723,23,1
56,kenya,2014,-0.19877,36.524794,KEN.35,KEN.35.3,-0.0756187215447426,23,1
57,kenya,2014,-0.110728,36.548565,KEN.35,KEN.35.3,-0.239134013652802,25,0
58,kenya,2014,-0.023569,36.473021,KEN.35,KEN.35.3,-0.190909892320633,24,0
59,kenya,2014,0.029705,36.416035,KEN.35,KEN.35.3,0.861749231815338,21,1
60,kenya,2014,-0.048313,36.479538,KEN.35,KEN.35.3,-0.243320748209953,23,0
61,kenya,2014,-0.14894,36.324313,KEN.35,KEN.35.4,-0.0706634745001793,22,0
62,kenya,2014,-0.02101,36.327082,KEN.35,KEN.35.4,0.0510790906846523,25,0
63,kenya,2014,-0.149818,36.370737,KEN.35,KEN.35.4,-0.111017808318138,21,0
64,kenya,2014,0.010667,36.379811,KEN.35,KEN.35.4,0.371924251317978,24,1
65,kenya,2014,-0.010617,36.33294,KEN.35,KEN.35.4,0.510589480400085,19,0
66,kenya,2014,0.009343,36.37595,KEN.35,KEN.35.4,0.63916677236557,24,1
67,kenya,2014,-0.275692,36.286752,KEN.35,KEN.35.5,-0.100558377802372,23,0
68,kenya,2014,-0.183179,36.257175,KEN.35,KEN.35.4,-0.145734325051308,23,0
69,kenya,2014,-0.203364,36.282096,KEN.35,KEN.35.4,0.276788324117661,24,0
70,kenya,2014,-0.331609,36.381187,KEN.35,KEN.35.5,0.100314237177372,21,1
71,kenya,2014,-0.341872,36.374036,KEN.35,KEN.35.5,-0.0968293771147728,24,1
72,kenya,2014,-0.230142,36.38627,KEN.35,KEN.35.5,0.0906584039330482,21,1
73,kenya,2014,-0.23107,36.32397,KEN.35,KEN.35.5,-0.227052167057991,23,1
74,kenya,2014,-0.318159,36.360004,KEN.35,KEN.35.5,-0.0333379209041595,23,1
75,kenya,2014,-0.395568,36.538648,KEN.35,KEN.35.2,-0.272047847509384,23,0
76,kenya,2014,-0.376731,36.540916,KEN.35,KEN.35.2,-0.14546737074852,21,0
77,kenya,2014,-0.404636,36.517258,KEN.35,KEN.35.2,0.711870729923248,21,0
78,kenya,2014,-0.414554,36.428334,KEN.35,KEN.35.2,0.007576132658869,23,0
79,kenya,2014,-0.61271,36.465081,KEN.35,KEN.35.1,-0.0431256964802742,25,0
80,kenya,2014,-0.609192,36.592577,KEN.35,KEN.35.1,1.1875593662262,21,1
81,kenya,2014,-0.570947,36.572752,KEN.35,KEN.35.1,0.143482893705368,25,0
82,kenya,2014,-0.515783,36.61266,KEN.35,KEN.35.1,0.130418121814728,24,0
83,kenya,2014,-0.712286,36.663813,KEN.35,KEN.35.1,0.771831810474396,21,1
84,kenya,2014,-0.739798,36.702417,KEN.35,KEN.35.1,0.121478088200092,21,0
85,kenya,2014,-0.881419,36.569475,KEN.35,KEN.35.1,0.839551329612732,20,0
86,kenya,2014,-0.803895,36.598455,KEN.35,KEN.35.1,-0.0665849149227142,21,0
87,kenya,2014,-0.761975,36.687148,KEN.13,KEN.13.9,-0.122546665370464,25,0
88,kenya,2014,-0.748868,36.60354,KEN.35,KEN.35.1,0.122635081410408,20,0
89,kenya,2014,-0.179324,37.027911,KEN.36,KEN.36.1,1.47832953929901,25,1
90,kenya,2014,-0.150368,37.058037,KEN.36,KEN.36.1,0.590462267398834,24,0
91,kenya,2014,-0.19652,37.030087,KEN.36,KEN.36.1,0.529143452644348,24,0
92,kenya,2014,-0.269884,37.013468,KEN.36,KEN.36.1,-0.0103877419605851,22,0
93,kenya,2014,-0.023726,37.049605,KEN.36,KEN.36.1,0.470786958932877,22,0
94,kenya,2014,-0.009526,37.063865,KEN.36,KEN.36.1,0.783474266529083,25,1
95,kenya,2014,-0.257845,36.752805,KEN.36,KEN.36.1,0.0383062288165092,23,0
96,kenya,2014,-0.309766,36.785844,KEN.36,KEN.36.1,0.054589070379734,23,0
97,kenya,2014,-0.204571,36.710179,KEN.36,KEN.36.1,0.0087014883756637,24,0
98,kenya,2014,-0.495424,37.12839,KEN.36,KEN.36.2,1.61698007583618,25,1
99,kenya,2014,-0.430589,37.14386,KEN.36,KEN.36.2,0.0986816436052322,22,0
100,kenya,2014,-0.44007,37.092669,KEN.36,KEN.36.2,0.366119652986526,25,0
101,kenya,2014,-0.387542,37.124075,KEN.36,KEN.36.2,0.636556386947632,24,0
102,kenya,2014,-0.501534,37.105293,KEN.36,KEN.36.2,0.105484157800674,25,0
103,kenya,2014,-0.485296,37.130549,KEN.36,KEN.36.2,1.16419994831085,25,1
104,kenya,2014,-0.523832,37.128182,KEN.36,KEN.36.2,0.389524698257446,25,0
105,kenya,2014,-0.394043,37.089916,KEN.36,KEN.36.2,0.143693968653679,25,0
106,kenya,2014,-0.488713,37.006113,KEN.36,KEN.36.6,0.603894650936127,25,0
107,kenya,2014,-0.587964,36.937258,KEN.36,KEN.36.5,0.637839257717133,25,0
108,kenya,2014,-0.5292,36.946806,KEN.36,KEN.36.5,0.0965074449777603,24,0
109,kenya,2014,-0.565426,36.886207,KEN.36,KEN.36.5,0.650921583175659,24,0
110,kenya,2014,-0.518254,36.913221,KEN.36,KEN.36.5,0.477154076099396,24,0
111,kenya,2014,-0.562322,36.982532,KEN.36,KEN.36.5,-0.108439691364765,22,0
112,kenya,2014,-0.636014,37.123259,KEN.36,KEN.36.3,-0.0093356519937515,24,0
113,kenya,2014,-0.52712,37.007515,KEN.36,KEN.36.3,0.212705925107002,25,0
114,kenya,2014,-0.474489,36.832314,KEN.36,KEN.36.6,-0.127794489264488,25,0
115,kenya,2014,-0.469786,37.054376,KEN.36,KEN.36.2,1.00434327125549,25,1
116,kenya,2014,-0.44266,36.925861,KEN.36,KEN.36.4,0.422531962394714,25,1
117,kenya,2014,-0.43618,36.954202,KEN.36,KEN.36.4,1.34755182266235,25,1
118,kenya,2014,-0.466341,36.95966,KEN.36,KEN.36.4,0.575406670570374,25,1
119,kenya,2014,-0.42296,36.977647,KEN.36,KEN.36.4,1.38002502918243,23,1
120,kenya,2014,-0.427778,36.953439,KEN.36,KEN.36.4,-0.0467671602964401,24,1
121,kenya,2014,-0.426272,36.970946,KEN.36,KEN.36.4,1.83675122261047,23,1
122,kenya,2014,-0.434915,36.964839,KEN.36,KEN.36.4,0.979502022266388,25,1
123,kenya,2014,-0.437902,36.959497,KEN.36,KEN.36.4,1.22504222393036,25,1
124,kenya,2014,-0.684701,37.286839,KEN.15,KEN.15.3,0.0216113608330488,25,0
125,kenya,2014,-0.674971,37.307785,KEN.15,KEN.15.3,0.0689603984355927,25,0
126,kenya,2014,-0.728845,37.355214,KEN.15,KEN.15.3,-0.339687287807465,25,0
127,kenya,2014,-0.5874,37.355233,KEN.15,KEN.15.3,-0.220105722546577,22,0
128,kenya,2014,-0.668495,37.339581,KEN.15,KEN.15.3,-0.117877051234245,25,1
129,kenya,2014,-0.68368,37.342893,KEN.15,KEN.15.3,-0.535697877407074,22,1
130,kenya,2014,-0.679813,37.354889,KEN.15,KEN.15.3,0.872103214263916,20,1
131,kenya,2014,-0.684659,37.368223,KEN.15,KEN.15.3,0.983307063579559,25,1
132,kenya,2014,-0.628707,37.419753,KEN.15,KEN.15.3,-0.48903489112854,25,0
133,kenya,2014,-0.670534,37.420061,KEN.15,KEN.15.3,-0.497583478689194,21,0
134,kenya,2014,-0.604137,37.377369,KEN.15,KEN.15.3,-0.144514635205269,24,0
135,kenya,2014,-0.47321,37.222938,KEN.15,KEN.15.2,1.36802291870117,22,1
136,kenya,2014,-0.437039,37.218181,KEN.15,KEN.15.2,0.328358262777328,22,0
137,kenya,2014,-0.521256,37.273601,KEN.15,KEN.15.2,-0.024414949119091,23,0
138,kenya,2014,-0.483921,37.286375,KEN.15,KEN.15.2,0.163486510515213,23,1
139,kenya,2014,-0.487278,37.270725,KEN.15,KEN.15.2,1.47478413581848,18,1
140,kenya,2014,-0.50983,37.31729,KEN.15,KEN.15.1,0.705864906311035,21,0
141,kenya,2014,-0.467017,37.249558,KEN.15,KEN.15.2,0.743650496006012,24,1
142,kenya,2014,-0.524228,37.261115,KEN.15,KEN.15.2,0.237909719347954,21,1
143,kenya,2014,-0.448302,37.314849,KEN.15,KEN.15.1,0.481581389904022,24,0
144,kenya,2014,-0.513463,37.239898,KEN.15,KEN.15.2,0.0740986764431,25,0
145,kenya,2014,-0.454555,37.177579,KEN.15,KEN.15.4,0.769071698188782,22,0
146,kenya,2014,-0.59862,37.262377,KEN.15,KEN.15.2,0.0372386425733566,21,0
147,kenya,2014,-0.574861,37.266165,KEN.15,KEN.15.2,0.976980924606323,21,0
148,kenya,2014,-0.641981,37.21268,KEN.15,KEN.15.4,0.0752598941326141,23,0
149,kenya,2014,-0.681942,37.213589,KEN.15,KEN.15.4,1.45673942565918,23,1
150,kenya,2014,-0.515017,37.365542,KEN.15,KEN.15.1,0.151400029659271,22,0
151,kenya,2014,-0.50074,37.3792,KEN.15,KEN.15.1,0.214241579174995,23,0
152,kenya,2014,-0.516444,37.356927,KEN.15,KEN.15.1,0.0045193671248853,19,0
153,kenya,2014,-0.411252,37.371355,KEN.15,KEN.15.1,-0.06041494384408,21,0
154,kenya,2014,-0.436144,37.341643,KEN.15,KEN.15.1,0.570554494857788,24,0
155,kenya,2014,-0.44383,37.329179,KEN.15,KEN.15.1,0.451560884714127,25,0
156,kenya,2014,-0.471742,37.390082,KEN.15,KEN.15.1,1.61573910713196,21,0
157,kenya,2014,-0.733715,37.143516,KEN.29,KEN.29.5,1.35053193569183,20,1
158,kenya,2014,-0.730281,37.164135,KEN.29,KEN.29.5,0.653009235858917,22,1
159,kenya,2014,-0.710653,37.17209,KEN.29,KEN.29.5,1.2242066860199,23,1
160,kenya,2014,-0.648903,37.08002,KEN.29,KEN.29.5,-0.0481940023601055,24,0
161,kenya,2014,-0.680842,37.169294,KEN.29,KEN.29.5,-0.0946240350604057,20,0
162,kenya,2014,-0.794721,37.105286,KEN.29,KEN.29.6,0.38838455080986,23,0
163,kenya,2014,-0.746186,36.939081,KEN.29,KEN.29.5,-0.08921829611063,25,0
164,kenya,2014,-0.733436,37.043008,KEN.29,KEN.29.5,-0.0163955967873335,25,0
165,kenya,2014,-0.68359,36.990416,KEN.29,KEN.29.3,0.103199146687984,23,0
166,kenya,2014,-0.668986,36.856277,KEN.29,KEN.29.3,0.161735832691193,24,0
167,kenya,2014,-0.68027,36.955927,KEN.29,KEN.29.3,0.451385647058487,25,0
168,kenya,2014,-0.65804,37.012108,KEN.29,KEN.29.7,-0.335213899612427,24,0
169,kenya,2014,-0.589473,36.99055,KEN.29,KEN.29.7,0.860889136791229,24,0
170,kenya,2014,-0.624405,36.97886,KEN.29,KEN.29.7,0.186977192759514,25,0
171,kenya,2014,-0.895614,37.0078,KEN.29,KEN.29.2,-0.0227878354489803,25,1
